,gameID,event_date,loc,result,FLA_goals,FLA_pim,FLA_shots,FLA_powerPlayPercentage,FLA_powerPlayGoals,FLA_powerPlayOpportunities,FLA_faceOffWinPercentage,FLA_blocked,FLA_takeaways,FLA_giveaways,FLA_hits,OPP_goals,OPP_pim,OPP_shots,OPP_powerPlayPercentage,OPP_powerPlayGoals,OPP_powerPlayOpportunities,OPP_faceOffWinPercentage,OPP_blocked,OPP_takeaways,OPP_giveaways,OPP_hits
0,2010020026,2010-10-11T00:00:00Z,away,L,2,4,28,0,0,5,66.7,8,15,7,17,3,10,13,0,0,2,33.3,24,10,21,25
1,2010020033,2010-10-12T02:00:00Z,away,L,1,0,42,0,0,3,40.7,16,6,5,13,2,6,35,0,0,0,59.3,25,6,5,23
2,2010020047,2010-10-15T01:30:00Z,away,W,3,8,18,0,0,3,57.1,19,6,13,6,0,6,27,0,0,4,42.9,15,5,16,19
3,2010020059,2010-10-16T23:00:00Z,home,W,6,4,38,25,1,4,52.5,10,4,8,19,0,8,29,0,0,2,47.5,13,4,5,26
4,2010020088,2010-10-21T23:30:00Z,home,L,1,9,28,0,0,3,52.7,8,5,6,20,4,21,29,0,0,2,47.3,10,3,6,22
5,2010020103,2010-10-23T23:00:00Z,home,W,4,10,30,0,0,5,54,8,5,8,21,3,12,33,40,2,5,46,9,5,3,25
6,2010020117,2010-10-26T23:00:00Z,away,L,1,4,22,33.3,1,3,36.6,21,8,9,28,3,6,27,50,1,2,63.4,27,9,12,35
7,2010020132,2010-10-28T23:00:00Z,away,L,3,7,31,33.3,1,3,38.6,10,12,9,21,5,11,28,0,0,1,61.4,17,8,6,21
8,2010020144,2010-10-30T23:00:00Z,away,W,3,10,31,0,0,3,52.1,18,2,4,20,1,6,41,0,0,5,47.9,11,6,5,26
9,2010020167,2010-11-03T23:30:00Z,home,L,3,7,55,0,0,1,53.1,14,9,5,15,4,7,23,0,0,1,46.9,15,3,0,30
10,2010020182,2010-11-05T23:30:00Z,home,W,7,14,50,0,0,2,59,10,4,4,15,4,4,31,0,0,7,41,13,6,4,20
11,2010020192,2010-11-06T23:00:00Z,away,L,2,10,20,0,0,2,59.3,26,3,5,22,3,4,29,20,1,5,40.7,19,12,6,30
12,2010020214,2010-11-11T00:30:00Z,home,W,4,10,28,40,2,5,50,14,9,5,19,1,10,33,0,0,5,50,7,7,4,31
13,2010020230,2010-11-13T00:30:00Z,home,W,2,8,27,0,0,4,57.4,19,8,7,20,1,25,23,33.3,1,3,42.6,16,0,4,27
14,2010020237,2010-11-14T00:00:00Z,away,L,2,8,36,0,0,2,46.3,19,7,9,12,5,4,42,50,2,4,53.7,21,10,8,19
15,2010020262,2010-11-18T00:00:00Z,away,W,2,2,34,0,0,3,50.9,11,13,5,14,1,6,39,0,0,1,49.1,17,12,8,16
16,2010020269,2010-11-19T00:00:00Z,away,L,0,9,41,0,0,5,52.5,18,3,3,15,4,15,40,0,0,2,47.5,12,2,3,15
17,2010020286,2010-11-21T00:00:00Z,away,W,4,8,31,0,0,6,47.7,24,10,6,9,1,12,40,0,0,4,52.3,19,14,12,26
18,2010020305,2010-11-23T00:30:00Z,home,L,2,6,29,0,0,5,63,9,9,9,22,3,10,26,66.7,2,3,37,19,2,1,23
19,2010020315,2010-11-25T00:30:00Z,home,L,1,8,32,0,0,2,52.4,9,8,2,19,3,4,37,25,1,4,47.6,10,3,3,24
20,2010020331,2010-11-27T00:30:00Z,home,L,0,11,40,0,0,5,54.9,9,4,3,21,3,15,19,50,1,2,45.1,10,2,0,34
21,2010020338,2010-11-28T00:30:00Z,away,W,3,14,27,0,0,4,57.1,16,5,4,16,3,8,37,14.3,1,7,42.9,20,5,14,19
22,2010020364,2010-12-02T03:00:00Z,away,L,3,7,32,100,2,2,61.9,14,3,10,21,5,9,29,0,0,1,38.1,11,7,7,20
23,2010020372,2010-12-03T03:30:00Z,away,L,2,4,26,0,0,3,44.8,18,1,12,30,3,6,24,0,0,2,55.2,10,0,15,41
24,2010020388,2010-12-05T01:00:00Z,away,W,1,6,37,0,0,4,53.7,12,3,1,31,1,8,41,33.3,1,3,46.3,9,3,12,38
25,2010020403,2010-12-08T00:30:00Z,home,W,4,2,25,0,0,2,43.6,9,7,5,22,3,4,25,0,0,1,56.4,15,0,1,26
26,2010020414,2010-12-10T00:00:00Z,away,W,3,21,32,16.7,1,6,44.3,16,2,13,12,0,17,36,0,0,8,55.7,13,7,5,21
27,2010020433,2010-12-12T01:00:00Z,away,L,0,12,22,0,0,1,61.7,17,5,7,18,3,6,27,25,1,4,38.3,8,7,11,17
28,2010020456,2010-12-16T00:30:00Z,home,L,3,8,27,33.3,1,3,61.8,21,4,6,21,4,6,34,25,1,4,38.2,9,2,0,38
29,2010020470,2010-12-18T00:30:00Z,home,W,6,14,26,20,1,5,45.3,15,7,3,30,2,14,43,20,1,5,54.7,9,4,4,31
30,2010020490,2010-12-21T00:00:00Z,away,W,5,2,34,0,0,4,56.5,14,8,5,16,0,8,26,0,0,1,43.5,13,4,6,26
31,2010020503,2010-12-23T00:00:00Z,away,L,2,18,37,0,0,3,45.8,11,3,0,15,5,16,34,0,0,4,54.2,12,4,10,13
32,2010020507,2010-12-24T00:00:00Z,away,W,4,14,29,25,1,4,57.4,18,2,5,12,3,22,48,20,1,5,42.6,10,1,7,22
33,2010020532,2010-12-28T00:30:00Z,home,OTL,2,4,34,0,0,2,51.9,11,6,7,34,2,6,42,0,0,1,48.1,17,5,3,34
34,2010020558,2010-12-31T22:00:00Z,home,OTL,2,8,22,0,0,6,53.7,13,5,2,25,3,12,48,50,2,4,46.3,13,5,3,33
35,2010020574,2011-01-02T22:00:00Z,home,W,3,4,36,33.3,1,3,58,15,10,8,24,0,6,32,0,0,2,42,18,5,8,34
36,2010020582,2011-01-04T00:00:00Z,away,W,4,10,28,0,0,1,52.6,15,9,2,19,3,6,37,0,0,3,47.4,21,17,5,46
37,2010020593,2011-01-06T00:30:00Z,home,L,2,15,35,0,0,2,45.6,13,10,9,31,3,4,31,16.7,1,6,54.4,18,7,0,19
38,2010020606,2011-01-08T00:30:00Z,home,L,3,6,35,0,0,3,62.5,8,2,8,26,5,6,35,0,0,3,37.5,15,4,7,57
39,2010020617,2011-01-09T00:00:00Z,away,L,2,6,27,0,0,4,48,17,4,3,17,3,8,27,33.3,1,3,52,18,10,12,25
40,2010020638,2011-01-12T00:30:00Z,home,W,4,12,41,50,3,6,51.5,3,10,6,27,3,12,33,0,0,5,48.5,22,2,2,21
41,2010020650,2011-01-14T00:30:00Z,home,W,3,6,34,0,0,3,47.7,11,9,5,29,2,6,29,0,0,3,52.3,6,7,2,40
42,2010020665,2011-01-16T00:00:00Z,home,W,3,8,22,50,2,4,52.9,10,10,2,36,2,8,35,0,0,4,47.1,13,3,2,32
43,2010020681,2011-01-18T00:30:00Z,home,OTL,2,4,40,40,2,5,50.8,20,11,3,30,2,10,30,0,0,2,49.2,15,3,1,36
44,2010020694,2011-01-20T00:30:00Z,home,OTL,2,11,31,0,0,4,49.2,13,13,4,27,3,13,38,33.3,1,3,50.8,13,5,0,37
45,2010020710,2011-01-22T00:30:00Z,home,OTL,1,4,30,0,0,7,54.1,19,6,3,31,1,14,21,0,0,1,45.9,14,7,6,29
46,2010020723,2011-01-23T20:00:00Z,away,L,2,6,26,0,0,1,48.2,7,2,4,9,5,2,23,66.7,2,3,51.8,8,5,8,19
47,2010020734,2011-01-26T00:00:00Z,away,W,4,8,17,0,0,1,54.8,16,3,3,25,3,2,35,25,1,4,45.2,11,5,6,29
48,2010020742,2011-01-27T00:00:00Z,away,L,1,2,35,0,0,1,42.9,19,11,11,29,2,2,35,0,0,1,57.1,9,8,11,23
49,2010020751,2011-02-02T00:00:00Z,away,OTL,3,8,33,50,2,4,52.7,15,7,10,23,3,8,25,25,1,4,47.3,24,5,17,31
50,2010020766,2011-02-03T00:30:00Z,away,L,2,10,35,0,0,3,42.3,15,6,4,17,3,6,40,0,0,5,57.7,23,10,16,19
51,2010020776,2011-02-05T00:00:00Z,away,W,4,6,29,50,1,2,50.8,12,9,5,11,3,4,31,0,0,3,49.2,7,9,6,12
52,2010020807,2011-02-09T00:30:00Z,home,L,1,15,31,20,1,5,61.7,13,7,5,28,2,15,28,0,0,5,38.3,14,5,2,40
53,2010020820,2011-02-11T00:30:00Z,home,OTL,2,9,26,100,1,1,50,14,9,1,51,3,7,27,0,0,2,50,8,4,2,41
54,2010020841,2011-02-13T22:00:00Z,home,W,3,19,22,0,0,3,45.3,23,6,7,36,2,13,30,0,0,1,54.7,11,8,0,29
55,2010020858,2011-02-17T00:30:00Z,home,L,2,8,35,33.3,1,3,53.6,8,12,9,28,4,6,35,0,0,4,46.4,20,5,6,25
56,2010020874,2011-02-19T00:30:00Z,home,L,3,6,32,25,1,4,55.9,9,10,6,27,4,8,30,0,0,3,44.1,11,7,6,24
57,2010020881,2011-02-20T00:30:00Z,away,W,2,12,26,66.7,2,3,42.6,12,12,6,28,2,6,36,0,0,6,57.4,16,10,12,24
58,2010020891,2011-02-21T18:00:00Z,away,L,1,26,21,20,1,5,48.9,15,9,5,13,5,25,37,20,1,5,51.1,23,17,9,20
59,2010020903,2011-02-24T00:00:00Z,away,L,1,17,24,0,0,5,53.2,15,5,9,19,5,15,34,16.7,1,6,46.8,15,4,12,21
60,2010020919,2011-02-26T00:30:00Z,away,W,1,6,32,0,0,5,39.1,20,11,6,21,1,10,46,0,0,3,60.9,11,16,6,24
61,2010020935,2011-02-27T22:00:00Z,home,L,1,6,26,0,0,1,60,9,8,3,33,2,2,26,33.3,1,3,40,14,8,1,23
62,2010020944,2011-03-02T00:00:00Z,away,L,1,9,42,0,0,1,55.4,13,6,7,15,2,7,22,50,1,2,44.6,20,9,11,26
63,2010020963,2011-03-04T00:30:00Z,home,L,0,2,30,0,0,3,48.3,16,6,9,37,4,6,31,0,0,1,51.7,12,5,4,20
64,2010020978,2011-03-06T00:00:00Z,away,OTL,3,15,34,25,1,4,57.4,13,12,9,22,4,13,36,20,1,5,42.6,19,12,7,21
65,2010020985,2011-03-06T22:00:00Z,home,OTL,2,7,34,16.7,1,6,50.8,13,8,12,18,3,17,25,0,0,1,49.2,16,6,2,29
66,2010020997,2011-03-09T00:30:00Z,home,W,3,6,15,0,0,0,42.4,11,12,6,40,2,0,39,0,0,3,57.6,5,6,5,25
67,2010021010,2011-03-11T00:30:00Z,home,L,1,8,34,0,0,4,50.8,14,6,4,22,2,21,39,25,1,4,49.2,7,5,3,24
68,2010021028,2011-03-13T00:00:00Z,home,W,4,16,27,0,0,4,42.9,13,4,8,22,3,8,38,37.5,3,8,57.1,8,2,4,25
69,2010021047,2011-03-15T23:30:00Z,home,L,2,15,22,0,0,4,57.4,9,7,4,30,3,13,31,0,0,4,42.6,22,5,3,31
70,2010021059,2011-03-17T23:30:00Z,home,W,4,20,26,100,2,2,58.1,15,16,9,23,0,14,24,0,0,5,41.9,10,7,2,34
71,2010021074,2011-03-19T23:00:00Z,home,OTL,3,16,32,0,0,2,54.3,15,4,5,31,3,14,21,0,0,3,45.7,16,10,1,25
72,2010021089,2011-03-22T23:00:00Z,away,L,0,2,22,0,0,0,60.8,13,2,2,33,1,0,33,0,0,1,39.2,12,5,1,32
73,2010021099,2011-03-24T00:30:00Z,away,L,0,8,23,0,0,2,47.7,16,13,4,31,4,4,31,25,1,4,52.3,9,13,12,21
74,2010021112,2011-03-25T23:30:00Z,away,L,2,6,24,0,0,2,53.6,6,5,7,23,4,6,32,50,1,2,46.4,12,12,7,21
75,2010021128,2011-03-27T17:00:00Z,away,OTL,1,6,38,0,0,2,59.7,17,3,2,33,1,4,28,0,0,3,40.3,15,1,6,35
76,2010021138,2011-03-29T23:00:00Z,away,OTL,2,6,31,33.3,1,3,50,16,3,3,25,2,6,32,0,0,3,50,12,10,2,41
77,2010021155,2011-03-31T23:30:00Z,home,L,1,9,38,0,0,3,48.2,3,3,3,35,4,13,23,0,0,1,51.8,16,5,2,33
78,2010021172,2011-04-02T23:00:00Z,home,L,2,4,30,0,0,2,57.4,18,5,3,29,4,6,34,0,0,1,42.6,9,5,2,40
79,2010021195,2011-04-06T23:00:00Z,away,L,2,10,33,25,1,4,49.1,6,4,8,21,5,10,25,50,2,4,50.9,24,10,9,31
80,2010021209,2011-04-08T23:30:00Z,away,L,2,8,25,0,0,5,49.3,14,6,7,14,4,10,34,50,2,4,50.7,10,9,5,27
81,2010021220,2011-04-09T23:00:00Z,home,W,1,2,23,0,0,2,61.7,13,6,3,25,0,4,28,0,0,1,38.3,18,7,3,28
82,2011020014,2011-10-09T00:00:00Z,away,W,2,23,29,20,1,5,51.8,13,9,8,26,0,17,27,0,0,3,48.2,24,13,8,21
83,2011020032,2011-10-11T23:30:00Z,away,L,2,8,34,0,0,5,38.2,12,6,6,26,4,10,29,0,0,4,61.8,15,9,5,23
84,2011020056,2011-10-15T23:30:00Z,home,W,2,23,38,33.3,2,6,52.7,11,0,4,28,2,31,30,0,0,2,47.3,11,4,1,41
85,2011020065,2011-10-17T23:30:00Z,away,W,7,11,33,55.6,5,9,57.4,8,6,8,20,4,33,39,33.3,1,3,42.6,12,4,10,21
86,2011020070,2011-10-18T23:00:00Z,away,L,0,4,20,0,0,2,52.2,9,12,10,20,3,6,32,100,1,1,47.8,12,21,5,30
87,2011020085,2011-10-20T23:30:00Z,home,L,0,11,22,0,0,1,54.2,12,5,1,37,3,7,38,33.3,1,3,45.8,10,6,1,21
88,2011020105,2011-10-22T23:30:00Z,home,W,4,15,33,0,0,2,44.6,7,9,0,17,2,9,28,40,2,5,55.4,9,3,1,22
89,2011020111,2011-10-24T23:30:00Z,away,W,2,6,31,33.3,1,3,53.3,9,7,7,11,1,6,41,33.3,1,3,46.7,14,6,7,15
90,2011020130,2011-10-27T23:30:00Z,away,L,3,6,25,0,0,4,54.2,18,8,7,14,4,10,38,0,0,2,45.8,14,6,9,25
91,2011020141,2011-10-29T23:00:00Z,away,W,3,23,36,16.7,1,6,45.6,8,6,6,14,2,12,26,25,1,4,54.4,7,3,6,20
92,2011020158,2011-10-31T23:30:00Z,home,OTL,3,9,42,20,1,5,59,9,9,4,15,3,17,31,50,1,2,41,20,2,0,38
93,2011020172,2011-11-03T23:30:00Z,home,OTL,2,9,43,0,0,1,52.2,13,8,10,20,2,9,33,0,0,1,47.8,18,7,3,14
94,2011020196,2011-11-06T22:00:00Z,home,OTL,3,6,41,50,1,2,56.7,9,14,6,19,3,4,37,33.3,1,3,43.3,11,8,1,29
95,2011020203,2011-11-09T00:00:00Z,away,W,5,4,28,0,0,2,53.8,18,12,16,17,1,4,39,0,0,2,46.2,20,14,16,33
96,2011020217,2011-11-11T01:30:00Z,away,W,5,6,20,40,2,5,47.5,11,3,5,9,2,10,27,33.3,1,3,52.5,9,6,15,25
97,2011020240,2011-11-13T22:00:00Z,home,L,2,35,33,0,0,7,44,12,12,7,17,3,19,35,0,0,5,56,18,5,6,22
98,2011020254,2011-11-16T01:30:00Z,away,W,6,6,30,0,0,4,43.4,7,9,9,20,0,10,25,0,0,2,56.6,29,7,13,36
99,2011020264,2011-11-18T01:00:00Z,away,L,1,10,21,0,0,3,49.2,12,8,8,10,4,21,31,0,0,3,50.8,17,7,6,24
100,2011020281,2011-11-20T00:30:00Z,home,W,3,4,31,50,2,4,52.3,17,12,10,22,2,8,41,0,0,2,47.7,4,6,1,23
101,2011020295,2011-11-22T00:30:00Z,home,W,4,11,36,0,0,5,47.3,9,6,8,20,3,15,25,0,0,3,52.7,13,11,4,33
102,2011020307,2011-11-24T00:30:00Z,home,W,2,8,38,25,1,4,50,11,6,8,19,1,16,20,0,0,4,50,8,3,2,50
103,2011020322,2011-11-26T00:30:00Z,home,OTL,1,4,24,0,0,4,54,13,3,9,15,2,8,31,50,1,2,46,11,7,5,39
104,2011020332,2011-11-27T00:00:00Z,away,L,1,4,25,0,0,6,45.7,14,5,8,19,5,12,34,0,0,2,54.3,15,6,9,32
105,2011020348,2011-11-30T00:00:00Z,away,W,3,10,21,50,1,2,50.9,18,9,6,13,1,4,27,0,0,5,49.1,8,7,6,25
106,2011020364,2011-12-02T03:30:00Z,away,L,1,11,42,0,0,6,55.6,6,4,11,18,2,19,26,50,1,2,44.4,17,5,15,45
107,2011020383,2011-12-04T03:30:00Z,away,W,5,6,35,50,2,4,33.3,20,15,13,10,3,20,26,50,1,2,66.7,21,3,17,28
108,2011020390,2011-12-06T00:30:00Z,home,W,5,9,30,50,3,6,46.8,10,8,6,23,4,27,32,0,0,2,53.2,4,2,2,20
109,2011020405,2011-12-09T00:00:00Z,away,W,2,18,30,0,0,1,46.2,16,4,4,19,0,12,40,0,0,4,53.8,10,3,6,16
110,2011020418,2011-12-10T00:30:00Z,away,OTL,1,10,23,25,1,4,51,11,6,8,15,2,8,20,0,0,5,49,9,5,10,21
111,2011020433,2011-12-12T00:30:00Z,away,L,1,11,21,0,0,7,59.1,17,6,5,24,6,19,33,66.7,2,3,40.9,19,8,3,30
112,2011020444,2011-12-14T00:30:00Z,home,OTL,2,17,26,0,0,1,50.8,11,5,6,30,2,11,34,0,0,4,49.2,8,7,2,39
113,2011020464,2011-12-17T00:30:00Z,home,W,2,10,41,0,0,5,48.4,14,8,8,22,2,12,26,25,1,4,51.6,12,9,2,29
114,2011020478,2011-12-18T22:00:00Z,home,W,3,6,25,33.3,1,3,40.3,18,9,8,29,2,6,26,0,0,3,59.7,13,5,2,21
115,2011020491,2011-12-21T00:30:00Z,home,L,1,14,28,0,0,4,59.3,10,7,6,27,2,8,22,28.6,2,7,40.7,10,2,1,38
116,2011020502,2011-12-23T00:30:00Z,away,OTL,3,6,35,40,2,5,46.9,15,8,11,16,4,23,26,100,2,2,53.1,17,18,14,24
117,2011020508,2011-12-24T00:00:00Z,away,L,0,15,30,0,0,2,36.4,16,7,9,19,8,9,35,40,2,5,63.6,13,4,8,14
118,2011020533,2011-12-28T00:30:00Z,home,W,5,8,26,66.7,2,3,59.6,16,9,2,24,3,6,32,25,1,4,40.4,8,3,2,32
119,2011020553,2011-12-31T00:30:00Z,home,L,1,22,28,0,0,4,55.3,6,10,6,43,4,23,25,0,0,1,44.7,18,6,2,36
120,2011020559,2012-01-01T00:00:00Z,home,W,3,20,35,16.7,1,6,46.7,14,8,1,33,2,16,28,0,0,3,53.3,9,2,3,33
121,2011020586,2012-01-06T00:00:00Z,away,OTL,2,6,21,0,0,1,53.2,17,7,2,30,3,2,41,33.3,1,3,46.8,14,10,6,50
122,2011020593,2012-01-07T00:00:00Z,away,L,2,6,24,0,0,2,47.5,5,3,6,24,5,4,29,0,0,3,52.5,7,6,11,36
123,2011020614,2012-01-10T00:30:00Z,home,W,2,8,22,33.3,1,3,53.7,16,8,7,26,1,8,26,0,0,3,46.3,11,1,1,20
124,2011020645,2012-01-14T00:30:00Z,home,L,1,18,26,0,0,1,61.7,7,6,6,26,4,12,41,0,0,4,38.3,13,7,1,34
125,2011020667,2012-01-17T00:30:00Z,home,OTL,2,9,40,0,0,3,55.2,7,8,11,27,2,11,35,50,1,2,44.8,9,6,3,27
126,2011020683,2012-01-19T02:30:00Z,away,OTL,3,6,29,33.3,1,3,41.2,21,13,2,10,4,6,44,33.3,1,3,58.8,18,8,7,14
127,2011020697,2012-01-21T01:30:00Z,away,L,1,8,19,33.3,1,3,55.9,15,5,7,34,3,6,22,25,1,4,44.1,8,13,7,22
128,2011020706,2012-01-22T00:00:00Z,away,W,3,10,23,0,0,3,39.7,24,6,12,16,3,6,44,20,1,5,60.3,7,6,14,38
129,2011020727,2012-01-25T00:30:00Z,home,OTL,2,6,25,50,1,2,58.2,9,13,3,27,2,4,37,33.3,1,3,41.8,13,1,4,38
130,2011020751,2012-02-02T01:00:00Z,home,W,4,4,38,25,1,4,60.4,11,10,6,23,2,8,28,0,0,2,39.6,16,2,1,38
131,2011020763,2012-02-04T00:30:00Z,home,W,2,7,30,33.3,1,3,57.1,19,10,1,24,1,11,21,0,0,1,42.9,15,4,2,24
132,2011020774,2012-02-05T00:00:00Z,away,L,3,6,20,0,0,3,46,12,9,6,19,6,6,34,33.3,1,3,54,22,9,9,26
133,2011020788,2012-02-08T00:00:00Z,away,L,0,2,42,0,0,4,43.9,6,7,4,19,4,8,24,100,1,1,56.1,17,10,14,31
134,2011020808,2012-02-10T00:30:00Z,home,W,3,4,23,0,0,2,61.5,18,7,5,24,1,4,23,0,0,2,38.5,4,7,4,36
135,2011020817,2012-02-11T18:00:00Z,away,W,3,2,20,33.3,1,3,44.2,9,10,1,7,1,6,28,0,0,1,55.8,11,7,3,21
136,2011020827,2012-02-12T20:00:00Z,away,W,4,4,19,100,1,1,54.9,22,10,2,20,1,2,27,0,0,2,45.1,11,13,5,27
137,2011020848,2012-02-16T00:30:00Z,home,L,2,18,44,20,1,5,55.6,19,8,7,37,6,20,31,25,1,4,44.4,10,10,1,25
138,2011020861,2012-02-18T00:30:00Z,home,L,1,12,23,0,0,3,50.8,16,8,6,34,2,6,41,16.7,1,6,49.2,17,3,3,37
139,2011020878,2012-02-19T23:00:00Z,home,L,0,9,31,0,0,4,56.2,14,9,5,24,2,13,27,0,0,2,43.8,16,9,1,25
140,2011020901,2012-02-24T00:30:00Z,home,OTL,2,6,43,33.3,1,3,54.5,10,9,2,38,2,6,28,33.3,1,3,45.5,23,8,0,34
141,2011020921,2012-02-26T00:00:00Z,away,W,2,6,44,0,0,2,44.1,14,13,5,24,2,6,28,50,1,2,55.9,19,14,5,23
142,2011020929,2012-02-26T22:00:00Z,home,W,4,19,32,20,1,5,58.5,5,3,5,30,2,19,20,20,1,5,41.5,9,3,2,38
143,2011020938,2012-02-29T00:00:00Z,away,W,5,10,23,50,2,4,36.7,17,4,7,22,3,8,31,40,2,5,63.3,7,9,13,43
144,2011020954,2012-03-02T01:30:00Z,away,L,0,8,33,0,0,3,55.6,15,1,12,27,7,18,32,33.3,1,3,44.4,16,2,5,30
145,2011020968,2012-03-04T00:30:00Z,home,L,1,2,40,0,0,3,57.6,11,6,4,22,3,6,23,0,0,1,42.4,9,13,1,22
146,2011020977,2012-03-04T23:00:00Z,home,W,4,4,28,20,1,5,54,25,5,2,41,2,10,25,0,0,2,46,7,5,1,32
147,2011021000,2012-03-09T00:00:00Z,away,L,0,22,28,0,0,4,54,6,4,9,20,5,22,35,50,2,4,46,18,7,8,19
148,2011021010,2012-03-10T00:00:00Z,away,OTL,1,6,29,0,0,1,32,15,5,2,34,1,4,34,0,0,2,68,17,4,7,25
149,2011021026,2012-03-11T21:00:00Z,home,W,2,8,33,0,0,1,53.8,13,11,6,24,0,6,34,0,0,2,46.2,13,3,2,27
