id,season,name,position,age,height,weight,timeOnIce,assists,goals,pim,shots,games,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,penaltyMinutes,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,plusMinus,points,shifts,timeOnIcePerGame,evenTimeOnIcePerGame,shortHandedTimeOnIcePerGame,powerPlayTimeOnIcePerGame,ot,shutouts,wins,losses,saves,powerPlaySaves,shortHandedSaves,evenSaves,shortHandedShots,evenShots,powerPlayShots,savePercentage,goalAgainstAverage,gamesStarted,shotsAgainst,goalsAgainst,powerPlaySavePercentage,shortHandedSavePercentage,evenStrengthSavePercentage,ties
8466285,20122013,Brian Campbell,D,32,"5' 10""",192,1268:00:00,19,8,12,70,48,14,6,17,184:51:00,989:41:00,12,0,11.43,2,0,0,0,93:28:00,65,-22,27,1370,26:25:00,20:37,1:56,3:51,,,,,,,,,,,,,,,,,,,,
8467910,20122013,Nolan Yonkman,D,30,"6' 6""",247,68:23:00,0,0,11,4,7,12,0,0,0:00,66:12:00,11,0,0,0,0,0,0,2:11,2,-1,0,95,9:46,9:27,0:18,0:00,,,,,,,,,,,,,,,,,,,,
8468095,20122013,George Parros,RW,32,"6' 5""",224,257:48:00,1,1,57,16,39,53,0,0,0:19,256:45:00,57,0,6.25,0,0,0,0,0:44,13,-15,2,383,6:36,6:35,0:01,0:00,,,,,,,,,,,,,,,,,,,,
8468162,20122013,Jerred Smithson,C,32,"6' 3""",209,479:44:00,3,3,12,29,45,96,0,0,1:48,380:00:00,12,55.43,10.34,0,0,0,0,97:56:00,30,-4,6,773,10:39,8:26,2:10,0:02,,,,,,,,,,,,,,,,,,,,
8468478,20122013,Mike Weaver,D,33,"5' 10""",186,543:44:00,8,1,8,21,27,49,0,0,2:55,451:04:00,8,0,4.76,0,0,0,0,89:45:00,51,-3,9,690,20:08,16:42,3:19,0:06,,,,,,,,,,,,,,,,,,,,
8468518,20122013,Tomas Kopecky,RW,29,"6' 3""",210,831:13:00,12,15,28,92,47,23,4,9,98:24:00,644:47:00,28,48.83,16.3,0,0,1,1,88:02:00,25,-8,27,1145,17:41,13:43,1:52,2:05,,,,,,,,,,,,,,,,,,,,
8469457,20122013,Stephen Weiss,C,28,"5' 11""",190,313:50:00,3,1,25,19,17,6,1,2,41:59:00,242:00:00,25,51.08,5.26,0,0,0,0,29:51:00,10,-13,4,414,18:27,14:14,1:45,2:28,,,,,,,,,,,,,,,,,,,,
8469473,20122013,Marcel Goc,C,28,"6' 1""",197,767:19:00,10,9,8,92,42,73,4,6,72:18:00,605:34:00,8,52.16,9.78,1,0,0,0,89:27:00,20,-6,19,1052,18:16,14:25,2:07,1:43,,,,,,,,,,,,,,,,,,,,
8470039,20122013,Tomas Fleischmann,LW,27,"6' 1""",192,899:14:00,23,12,16,121,48,29,2,13,117:44:00,739:41:00,16,50,9.92,2,0,1,1,41:49:00,10,-10,35,1169,18:44,15:24,0:52,2:27,,,,,,,,,,,,,,,,,,,,
8470105,20122013,Scottie Upshall,RW,28,"6' 0""",200,364:29:00,1,4,25,54,27,38,1,1,22:01,309:08:00,25,64.28,7.41,1,0,0,0,33:20:00,6,-8,5,535,13:29,11:26,1:14,0:48,,,,,,,,,,,,,,,,,,,,
8470729,20122013,Tyson Strachan,D,27,"6' 3""",210,720:27:00,4,0,40,42,38,110,0,0,4:05,644:29:00,40,0,0,0,0,0,0,71:53:00,62,-13,4,902,18:57,16:57,1:53,0:06,,,,,,,,,,,,,,,,,,,,
8471346,20122013,Kris Versteeg,RW,25,"5' 11""",176,168:50:00,2,2,8,20,10,5,0,1,25:03:00,139:34:00,8,0,10,0,0,0,0,4:13,3,-8,4,212,16:53,13:57,0:25,2:30,,,,,,,,,,,,,,,,,,,,
8471390,20122013,Mike Santorelli,C,26,"6' 0""",189,403:26:00,2,2,2,35,34,12,0,0,8:32,394:12:00,2,59.57,5.71,0,0,0,0,0:42,3,-12,4,528,11:51,11:35,0:01,0:15,,,,,,,,,,,,,,,,,,,,
8471681,20122013,Jack Skille,RW,24,"6' 1""",216,532:57:00,9,3,11,69,40,96,0,0,9:44,479:24:00,11,50,4.35,0,0,0,0,43:49:00,15,-9,12,743,13:19,11:59,1:05,0:14,,,,,,,,,,,,,,,,,,,,
8473416,20122013,Michael Caruso,D,23,"6' 2""",191,15:50,0,0,0,0,2,0,0,0,0:00,11:50,0,0,0,0,0,0,0,4:00,2,-1,0,24,7:55,5:55,2:00,0:00,,,,,,,,,,,,,,,,,,,,
8473526,20122013,Peter Mueller,C,23,"6' 2""",204,699:16:00,9,8,18,131,43,29,2,4,101:09:00,596:20:00,18,44.23,6.11,0,0,0,0,1:47,10,-11,17,906,16:15,13:52,0:02,2:21,,,,,,,,,,,,,,,,,,,,
8473574,20122013,Shawn Matthias,LW,23,"6' 4""",231,729:07:00,7,14,16,106,48,66,2,3,43:38:00,634:58:00,16,44.09,13.21,1,0,1,1,50:31:00,21,-8,21,1007,15:11,13:13,1:03,0:54,,,,,,,,,,,,,,,,,,,,
8473616,20122013,Jonathan Rheault,RW,25,"5' 10""",202,52:51:00,0,0,0,5,5,12,0,0,0:41,51:59:00,0,0,0,0,0,0,0,0:11,4,0,0,73,10:34,10:23,0:02,0:08,,,,,,,,,,,,,,,,,,,,
8473867,20122013,Greg Rallo,C,30,"6' 0""",195,95:32:00,0,1,2,10,10,20,1,1,0:54,94:38:00,2,33.33,10,0,0,0,0,0:00,1,-5,1,130,9:33,9:27,0:00,0:05,,,,,,,,,,,,,,,,,,,,
8474113,20122013,TJ Brennan,D,22,"6' 1""",216,483:58:00,7,3,8,42,29,31,1,4,63:36:00,415:59:00,8,0,7.14,0,0,0,0,4:23,32,-9,10,589,16:41,14:20,0:09,2:11,,,,,,,,,,,,,,,,,,,,
8474184,20122013,Keaton Ellerby,D,23,"6' 5""",220,636:54:00,3,0,52,23,44,74,0,0,5:00,561:10:00,52,0,0,0,0,0,0,70:44:00,43,3,3,918,14:28,12:45,1:36,0:06,,,,,,,,,,,,,,,,,,,,
8474554,20122013,Eric Selleck,LW,24,"6' 2""",208,15:50,1,0,17,2,2,5,0,0,0:00,15:50,17,0,0,0,0,0,0,0:00,0,2,1,25,7:55,7:55,0:00,0:00,,,,,,,,,,,,,,,,,,,,
8474606,20122013,Colby Robak,D,21,"6' 3""",194,242:49:00,1,0,17,15,16,4,0,0,20:03,214:25:00,17,0,0,0,0,0,0,8:21,13,-1,1,329,15:10,13:24,0:31,1:15,,,,,,,,,,,,,,,,,,,,
8475179,20122013,Dmitry Kulikov,D,21,"6' 1""",201,713:12:00,7,3,22,52,34,84,2,6,81:49:00,590:04:00,22,0,5.77,2,1,0,0,41:19:00,49,-5,10,869,20:58,17:21,1:12,2:24,,,,,,,,,,,,,,,,,,,,
8475213,20122013,Drew Shore,C,21,"6' 2""",209,679:42:00,10,3,14,96,43,37,1,3,41:58:00,600:03:00,14,47.85,3.13,1,0,1,1,37:41:00,18,-10,13,871,15:48,13:57,0:52,0:58,,,,,,,,,,,,,,,,,,,,
8475304,20122013,Scott Timmins,C,22,"5' 11""",191,52:55:00,0,0,4,6,5,6,0,0,0:17,44:02:00,4,48.38,0,0,0,0,0,8:36,5,-2,0,74,10:35,8:48,1:43,0:03,,,,,,,,,,,,,,,,,,,,
8475755,20122013,Alexander Petrovic,D,19,"6' 4""",220,112:41:00,0,0,25,5,6,10,0,0,1:46,106:48:00,25,0,0,0,0,0,0,4:07,4,-8,0,141,18:46,17:48,0:41,0:17,,,,,,,,,,,,,,,,,,,,
8475760,20122013,Nick Bjugstad,C,19,"6' 6""",209,167:19:00,0,1,2,17,11,17,0,0,10:53,155:32:00,2,40.15,5.88,0,0,0,0,0:54,2,-8,1,222,15:12,14:08,0:04,0:59,,,,,,,,,,,,,,,,,,,,
8475769,20122013,Quinton Howden,C,20,"6' 2""",189,188:12:00,0,0,2,22,18,21,0,0,0:37,185:27:00,2,25,0,0,0,0,0,2:08,6,-11,0,259,10:27,10:18,0:07,0:02,,,,,,,,,,,,,,,,,,,,
8475790,20122013,Erik Gudbranson,D,20,"6' 5""",222,599:57:00,4,0,47,49,32,80,0,1,20:52,526:55:00,47,0,0,0,0,0,0,52:10:00,32,-22,4,788,18:44,16:27,1:37,0:39,,,,,,,,,,,,,,,,,,,,
8476456,20122013,Jonathan Huberdeau,C,18,"6' 1""",200,812:31:00,17,14,18,112,48,33,2,9,113:29:00,697:38:00,18,33.33,12.5,1,0,0,0,1:24,19,-15,31,1040,16:55,14:32,0:01,2:21,,,,,,,,,,,,,,,,,,,,
8460535,20122013,Jose Theodore,G,35,"5' 11""",172,766:28:00,,,,,15,,,,,,,,,,,,,,,,,,51:05:00,,,,3,0,4,6,349,50,7,292,7,324,60,0.892583,3.287814,14,391,42,83.33333333,100,90.12345679,
8466339,20122013,Scott Clemmensen,G,34,"6' 2""",200,866:25:00,,,,,19,,,,,,,,,,,,,,,,,,45:36:00,,,,2,0,3,7,368,58,6,304,6,346,69,0.874109,3.67029,11,421,53,84.05797101,100,87.86127168,
8474593,20122013,Jacob Markstrom,G,22,"6' 6""",207,1265:45:00,,,,,23,,,,,,,,,,,,,,,,,,55:01:00,,,,1,0,8,14,617,74,14,529,14,580,91,0.90073,3.223385,23,685,68,81.31868132,100,91.20689655,
8460492,20132014,Ed Jovanovski,D,36,"6' 3""",220,598:17:00,4,1,39,44,37,34,0,1,60:35:00,465:59:00,39,0,2.27,0,0,0,1,71:43:00,42,-6,5,911,16:10,12:35,1:56,1:38,,,,,,,,,,,,,,,,,,,,
8466285,20132014,Brian Campbell,D,33,"5' 10""",192,2210:32:00,30,7,20,116,82,50,2,12,319:43:00,1731:08:00,20,0,6.03,2,0,0,2,159:41:00,108,-6,37,2474,26:57:00,21:06,1:56,3:53,,,,,,,,,,,,,,,,,,,,
8466309,20132014,Mike Mottau,D,34,"6' 0""",195,101:19:00,0,0,4,1,8,3,0,0,0:44,90:01:00,4,0,0,0,0,0,0,10:34,5,-3,0,153,12:39,11:15,1:19,0:05,,,,,,,,,,,,,,,,,,,,
8467351,20132014,Scott Gomez,C,33,"5' 11""",200,604:04:00,10,2,24,56,46,16,0,2,62:19:00,540:08:00,24,46.4,3.57,0,0,0,0,1:37,16,-11,12,831,13:07,11:44,0:02,1:21,,,,,,,,,,,,,,,,,,,,
8467428,20132014,Krys Barch,RW,32,"6' 2""",225,328:45:00,4,0,99,19,55,64,0,0,0:38,327:25:00,99,100,0,0,0,0,0,0:42,6,-10,4,491,5:58,5:57,0:00,0:00,,,,,,,,,,,,,,,,,,,,
8468478,20132014,Mike Weaver,D,34,"5' 10""",186,1330:43:00,12,1,31,53,72,121,0,0,7:41,1110:58:00,31,100,1.89,0,0,0,0,212:04:00,128,0,13,1829,18:28,15:25,2:56,0:06,,,,,,,,,,,,,,,,,,,,
8468504,20132014,Brad Boyes,RW,30,"6' 0""",199,1329:26:00,15,21,28,176,78,46,2,3,192:43:00,1112:53:00,28,53.62,11.93,1,0,1,1,23:50,35,-6,36,1745,17:02,14:16,0:18,2:28,,,,,,,,,,,,,,,,,,,,
8468518,20132014,Tomas Kopecky,RW,30,"6' 3""",210,778:24:00,8,4,18,95,49,31,0,0,68:54:00,621:43:00,18,27.58,4.21,0,0,1,1,87:47:00,19,0,12,1065,15:53,12:41,1:47,1:24,,,,,,,,,,,,,,,,,,,,
8469473,20132014,Marcel Goc,C,29,"6' 1""",197,1208:11:00,14,11,35,117,74,119,0,2,60:07:00,980:23:00,35,53.36,9.4,1,0,0,0,167:41:00,43,-7,25,1710,16:19,13:14,2:15,0:48,,,,,,,,,,,,,,,,,,,,
8470039,20132014,Tomas Fleischmann,LW,28,"6' 1""",192,1369:39:00,20,8,22,188,80,59,2,7,207:17:00,1077:27:00,22,27.77,4.26,1,0,0,1,84:55:00,11,-18,28,1864,17:07,13:28,1:03,2:35,,,,,,,,,,,,,,,,,,,,
8470104,20132014,Tom Gilbert,D,30,"6' 2""",210,1557:54:00,25,3,18,93,73,59,2,6,162:02:00,1332:16:00,18,0,3.23,1,0,0,0,63:36:00,95,-5,28,1960,21:20,18:15,0:52,2:13,,,,,,,,,,,,,,,,,,,,
8470105,20132014,Scottie Upshall,RW,29,"6' 0""",200,1210:04:00,22,15,73,161,76,134,1,6,119:54:00,996:31:00,73,45.07,9.32,3,0,1,1,93:39:00,25,1,37,1748,15:55,13:06,1:13,1:34,,,,,,,,,,,,,,,,,,,,
8470156,20132014,Joey Crabb,RW,29,"6' 1""",190,129:25:00,1,0,7,5,9,23,0,0,1:54,110:47:00,7,50,0,0,0,0,0,16:44,5,-2,1,188,14:22,12:18,1:51,0:12,,,,,,,,,,,,,,,,,,,,
8470176,20132014,Sean Bergenheim,LW,28,"5' 11""",201,1023:21:00,13,16,40,190,62,111,3,4,144:25:00,856:12:00,40,50,8.42,3,0,0,0,22:44,18,-16,29,1386,16:30,13:48,0:22,2:19,,,,,,,,,,,,,,,,,,,,
8470309,20132014,Ryan Whitney,D,29,"6' 4""",209,117:14:00,0,0,6,8,7,4,0,0,13:40,101:23:00,6,0,0,0,0,0,0,2:11,10,-7,0,153,16:44,14:29,0:18,1:57,,,,,,,,,,,,,,,,,,,,
8471346,20132014,Kris Versteeg,RW,26,"5' 11""",176,1171:29:00,24,12,36,157,81,29,1,8,159:49:00,1008:15:00,36,47.05,7.64,1,0,0,0,3:25,23,0,36,1556,14:27,12:26,0:02,1:58,,,,,,,,,,,,,,,,,,,,
8473574,20132014,Shawn Matthias,LW,24,"6' 4""",231,1002:05:00,11,12,26,127,77,93,0,0,27:43:00,842:33:00,26,42.26,9.45,0,0,0,0,131:49:00,29,-3,23,1418,13:00,10:56,1:42,0:21,,,,,,,,,,,,,,,,,,,,
8474498,20132014,Jesse Winchester,C,29,"6' 1""",205,662:20:00,9,9,38,100,52,65,1,1,18:07,544:49:00,38,48.46,9,2,0,0,0,99:24:00,21,-2,18,1015,12:44,10:28,1:54,0:20,,,,,,,,,,,,,,,,,,,,
8474606,20132014,Colby Robak,D,22,"6' 3""",194,297:10:00,2,0,6,15,16,17,0,0,7:07,253:30:00,6,0,0,0,0,0,1,36:33:00,19,-4,2,438,18:34,15:50,2:17,0:26,,,,,,,,,,,,,,,,,,,,
8474625,20132014,Jimmy Hayes,RW,23,"6' 5""",215,603:12:00,7,11,18,72,55,115,3,4,67:54:00,535:04:00,18,36.66,15.28,0,0,0,0,0:14,19,-5,18,810,10:58,9:43,0:00,1:14,,,,,,,,,,,,,,,,,,,,
8475118,20132014,Matt Gilroy,D,28,"6' 1""",199,260:02:00,1,1,6,27,16,5,0,0,18:20,241:03:00,6,0,3.7,0,0,0,0,0:39,18,-2,2,352,16:15,15:03,0:02,1:08,,,,,,,,,,,,,,,,,,,,
8475153,20132014,Dylan Olsen,D,22,"6' 2""",223,679:13:00,9,3,8,60,44,116,0,1,8:11,607:10:00,8,0,5,0,0,0,0,63:52:00,55,-3,12,1045,15:26,13:47,1:27,0:11,,,,,,,,,,,,,,,,,,,,
8475179,20132014,Dmitry Kulikov,D,22,"6' 1""",201,1757:09:00,11,8,66,127,81,125,2,5,193:39:00,1417:04:00,66,0,6.3,0,0,1,1,146:26:00,92,-26,19,2282,21:41,17:29,1:48,2:23,,,,,,,,,,,,,,,,,,,,
8475204,20132014,Brandon Pirri,C,21,"6' 1""",180,635:50:00,12,13,8,80,49,24,3,6,72:23:00,563:27:00,8,44.93,16.25,0,0,0,0,0:00,15,6,25,866,12:58,11:29,0:00,1:28,,,,,,,,,,,,,,,,,,,,
8475213,20132014,Drew Shore,C,22,"6' 2""",209,287:52:00,2,5,8,23,24,23,1,1,18:49,223:57:00,8,41.34,21.74,1,0,1,1,45:06:00,5,-1,7,406,11:59,9:19,1:52,0:47,,,,,,,,,,,,,,,,,,,,
8475253,20132014,Garrett Wilson,LW,21,"6' 3""",218,31:00:00,0,0,0,4,3,11,0,0,1:04,29:56:00,0,0,0,0,0,0,0,0:00,2,-1,0,49,10:20,9:58,0:00,0:21,,,,,,,,,,,,,,,,,,,,
8475637,20132014,Bobby Butler,RW,25,"6' 0""",189,27:40:00,1,0,2,5,2,2,0,0,1:40,26:00:00,2,0,0,0,0,0,0,0:00,0,1,1,38,13:50,13:00,0:00,0:50,,,,,,,,,,,,,,,,,,,,
8475755,20132014,Alexander Petrovic,D,20,"6' 4""",220,85:39:00,1,0,8,4,7,24,0,0,0:00,81:37:00,8,0,0,0,0,0,0,4:02,5,3,1,119,12:14,11:39,0:34,0:00,,,,,,,,,,,,,,,,,,,,
8475760,20132014,Nick Bjugstad,C,20,"6' 6""",209,1232:39:00,22,16,16,185,76,117,0,3,162:48:00,1043:31:00,16,48.88,8.65,4,0,1,2,26:20:00,23,-14,38,1742,16:13,13:43,0:20,2:08,,,,,,,,,,,,,,,,,,,,
8475769,20132014,Quinton Howden,C,21,"6' 2""",189,219:30:00,2,4,10,23,16,32,0,0,0:52,188:24:00,10,25,17.39,0,0,1,1,30:14:00,11,0,6,307,13:43,11:46,1:53,0:03,,,,,,,,,,,,,,,,,,,,
8475790,20132014,Erik Gudbranson,D,21,"6' 5""",222,1168:46:00,6,3,114,92,65,158,0,1,55:49:00,986:42:00,114,0,3.26,0,0,0,0,126:15:00,91,-7,9,1610,17:58,15:10,1:56,0:51,,,,,,,,,,,,,,,,,,,,
8476389,20132014,Vincent Trocheck,C,19,"5' 11""",184,377:44:00,3,5,6,38,20,39,1,1,51:07:00,280:58:00,6,47.7,13.16,0,0,1,1,45:39:00,11,-11,8,502,18:53,14:02,2:16,2:33,,,,,,,,,,,,,,,,,,,,
8476411,20132014,Jonathan Racine,D,19,"6' 2""",194,15:35,0,0,2,0,1,1,0,0,0:06,13:46,2,0,0,0,0,0,0,1:43,4,-1,0,25,15:35,13:46,1:43,0:06,,,,,,,,,,,,,,,,,,,,
8476456,20132014,Jonathan Huberdeau,C,19,"6' 1""",200,1080:53:00,19,9,37,108,69,73,2,5,137:06:00,942:18:00,37,45.45,8.33,1,0,0,0,1:29,23,-5,28,1497,15:39,13:39,0:01,1:59,,,,,,,,,,,,,,,,,,,,
8477493,20132014,Aleksander Barkov,C,17,"6' 3""",215,923:13:00,16,8,10,87,54,16,3,6,144:07:00,771:59:00,10,48.84,9.2,1,0,0,0,7:07,27,-3,24,1229,17:05,14:17,0:07,2:40,,,,,,,,,,,,,,,,,,,,
8460703,20132014,Tim Thomas,G,38,"5' 11""",201,2662:29:00,,,,,48,,,,,,,,,,,,,,,,,,55:28:00,,,,4,0,18,24,1262,196,33,1033,35,1132,223,0.907914,2.884579,46,1390,128,87.89237668,94.28571429,91.25441696,
8466141,20132014,Roberto Luongo,G,33,"6' 3""",215,3222:20:00,,,,,56,,,,,,,,,,,,,,,,,,57:32:00,,,,7,4,25,23,1460,206,32,1222,34,1321,234,0.918817,2.401986,56,1589,129,88.03418803,94.11764706,92.50567752,
8466339,20132014,Scott Clemmensen,G,35,"6' 2""",200,914:11:00,,,,,17,,,,,,,,,,,,,,,,,,53:46:00,,,,1,0,6,7,407,59,12,336,13,365,76,0.896476,3.08472,14,454,47,77.63157895,92.30769231,92.05479452,
8468540,20132014,Dan Ellis,G,32,"6' 1""",195,1027:19:00,,,,,20,,,,,,,,,,,,,,,,,,51:21:00,,,,0,1,5,11,452,76,13,363,15,413,86,0.879377,3.621084,16,514,62,88.37209302,86.66666667,87.89346247,
8474593,20132014,Jacob Markstrom,G,23,"6' 6""",207,813:21:00,,,,,16,,,,,,,,,,,,,,,,,,50:50:00,,,,3,0,2,8,315,45,9,261,10,298,53,0.872576,3.393373,12,361,46,84.90566038,90,87.58389262,
8448208,20142015,Jaromir Jagr,RW,41,"6' 3""",230,1352:54:00,30,17,48,169,77,30,4,11,182:05:00,1170:11:00,48,100,10.06,5,1,0,0,0:38,14,-3,47,1671,17:34,15:11,0:00,2:21,,,,,,,,,,,,,,,,,,,,
8465185,20142015,Willie Mitchell,D,36,"6' 3""",210,1430:48:00,5,3,25,78,66,99,0,0,8:55,1205:43:00,25,0,3.85,0,0,0,1,216:10:00,144,1,8,1729,21:40,18:16,3:16,0:08,,,,,,,,,,,,,,,,,,,,
8465978,20142015,Shawn Thornton,LW,36,"6' 2""",217,440:52:00,4,1,50,53,46,93,0,0,3:34,436:18:00,50,25,1.89,0,0,0,0,1:00,5,-13,5,615,9:35,9:29,0:01,0:04,,,,,,,,,,,,,,,,,,,,
8466285,20142015,Brian Campbell,D,34,"5' 10""",192,1903:05:00,24,3,22,118,82,44,1,12,248:36:00,1571:42:00,22,0,2.54,0,0,0,0,82:47:00,85,4,27,2083,23:12,19:10,1:00,3:01,,,,,,,,,,,,,,,,,,,,
8468001,20142015,Derek MacKenzie,C,32,"5' 11""",177,1020:58:00,6,5,45,72,82,273,1,1,15:06,809:43:00,45,53.13,6.94,0,0,0,0,196:09:00,51,-17,11,1495,12:27,9:52,2:23,0:11,,,,,,,,,,,,,,,,,,,,
8468504,20142015,Brad Boyes,RW,31,"6' 0""",199,1220:44:00,24,14,20,151,78,60,5,9,157:43:00,1058:48:00,20,56.06,9.27,4,1,0,0,4:13,38,11,38,1513,15:39,13:34,0:03,2:01,,,,,,,,,,,,,,,,,,,,
8468518,20142015,Tomas Kopecky,RW,31,"6' 3""",210,825:50:00,6,2,28,106,64,88,0,0,7:44,671:07:00,28,75,1.89,1,0,0,0,146:59:00,22,-19,8,1150,12:54,10:29,2:17,0:07,,,,,,,,,,,,,,,,,,,,
8469638,20142015,Jussi Jokinen,LW,30,"6' 0""",191,1355:47:00,36,8,34,134,81,52,2,9,180:20:00,1034:40:00,34,50.4,5.97,0,0,0,0,140:47:00,50,-2,44,1794,16:44,12:46,1:44,2:13,,,,,,,,,,,,,,,,,,,,
8470039,20142015,Tomas Fleischmann,LW,29,"6' 1""",192,970:23:00,19,8,12,131,66,64,0,1,75:55:00,840:46:00,12,28.57,6.11,1,0,0,0,53:42:00,15,12,27,1278,14:42,12:44,0:48,1:09,,,,,,,,,,,,,,,,,,,,
8470105,20142015,Scottie Upshall,RW,30,"6' 0""",200,798:58:00,7,8,28,93,63,128,0,1,28:57:00,689:56:00,28,52.3,8.6,2,0,0,0,80:05:00,27,-8,15,1147,12:40,10:57,1:16,0:27,,,,,,,,,,,,,,,,,,,,
8470176,20142015,Sean Bergenheim,LW,29,"5' 11""",201,734:34:00,10,9,40,108,56,73,0,2,23:15,704:53:00,40,33.33,8.33,2,0,0,0,6:26,13,-2,19,932,13:07,12:35,0:06,0:24,,,,,,,,,,,,,,,,,,,,
8470839,20142015,Shane O'Brien,D,30,"6' 3""",230,121:19:00,1,0,5,4,9,36,0,0,0:59,114:42:00,5,0,0,0,0,0,0,5:38,12,-4,1,174,13:28,12:44,0:37,0:06,,,,,,,,,,,,,,,,,,,,
8471245,20142015,Dave Bolland,C,27,"6' 0""",184,866:38:00,17,6,48,76,53,88,0,5,71:07:00,701:09:00,48,44.46,7.89,0,0,1,1,94:22:00,21,4,23,1180,16:21,13:13,1:46,1:20,,,,,,,,,,,,,,,,,,,,
